id,date,hours_worked,performed_tasks,employee_id,facility_id,salary_amount,bonus
578,2025-05-10,6,"[561, 987]",16102016795,APV440ysv,1782.0,790.0
702,2025-04-23,2,[146],79112415509,APV440ysv,1215.0,500.0
788,2025-05-06,8,[939],15720759071,EJE533apv,2133.0,500.0
690,2025-06-21,4,[452],65120677783,APV440ysv,1457.0,140.0
970,2025-06-26,8,[590],65102880642,EJE533apv,1064.0,160.0
5,2025-06-24,4,"[123, 939]",65020111422,APV440ysv,1242.0,790.0
392,2025-05-13,2,"[299, 529, 900, 939, 961]",83012358273,XEB805tup,248.0,1187.0
251,2025-06-10,8,"[253, 590, 961]",81050936019,DQI566ecs,372.0,820.0
940,2025-06-27,2,[],79011320010,APV440ysv,1443.0,0.0
535,2025-05-13,7,"[148, 946]",89122397942,EJE533apv,1147.0,580.0
759,2025-04-24,2,"[123, 148]",88032898468,EJE533apv,999.0,580.0
57,2025-03-10,8,[],77012675986,EJE533apv,279.0,0.0
937,2025-04-01,7,[387],68011810139,DQI566ecs,189.0,140.0
486,2025-05-27,8,"[961, 978]",02270326116,XEB805tup,945.0,640.0
250,2025-03-11,2,[],77012675986,DQI566ecs,341.0,0.0
284,2025-06-03,8,[900],83012358273,EJE533apv,248.0,160.0
555,2025-04-01,6,[956],96091261059,APV440ysv,210.0,300.0
890,2025-03-25,8,"[387, 561, 867]",84731091580,EJE533apv,783.0,780.0
588,2025-04-01,4,[],74010542940,EJE533apv,140.0,0.0
874,2025-04-25,3,[],02270326116,ICE284hap,945.0,0.0
684,2025-03-11,5,"[148, 452, 561]",84731091580,DQI566ecs,351.0,930.0
443,2025-05-20,5,"[146, 148, 339, 987]",96091261059,XEB805tup,840.0,1109.0
433,2025-04-30,1,964],83051228593,XEB805tup,1215.0,300.0
676,2025-05-06,4,"[253, 946, 987]",68011810139,DQI566ecs,108.0,740.0
172,2025-05-13,1,[],65120677783,XEB805tup,527.0,0.0
640,2025-03-04,5,"[148, 939]",79112415509,ICE284hap,225.0,790.0
536,2025-04-22,6,[900,02270326116,ICE284hap,864.0,160.0
762,2025-04-04,2,"[136, 385, 733, 946]",74010542940,EJE533apv,210.0,651.0
465,2025-04-01,5,"[253, 385, 959]",65102880642,DQI566ecs,190.0,750.0
733,2025-04-22,1,[],75020759171,XEB805tup,837.0,0.0
805,2025-06-03,4,"[447, 811]",81050936019,DQI566ecs,124.0,569.0
502,2025-06-03,5,"[146, 939, 940]",79112415509,XEB805tup,225.0,1053.0
32,2025-03-04,1,"[946, 961]",77012675986,DQI566ecs,31.0,790.0
976,2025-06-11,2,[],99052424159,ICE284hap,608.0,0.0
729,2025-03-25,5,[867],62020111425,DQI566ecs,405.0,140.0
231,2025-05-29,6,[],65102880642,APV440ysv,1596.0,0.0
820,2025-06-17,2,"[447, 959, 987",75020759171,XEB805tup,405.0,1090.0
745,2025-06-04,8,"[561, 956]",65020111422,DQI566ecs,432.0,800.0
538,2025-03-12,7,"[208, 304, 387, 900]",89122397942,DQI566ecs,999.0,699.0
737,2025-05-17,1,"[123, 447, 561]",75020759171,EJE533apv,594.0,1290.0
388,2025-04-15,7,"[226, 838, 978]",99052424159,DQI566ecs,1216.0,223.0
742,2025-05-19,1,"[146, 253, 956]",62020111425,XEB805tup,2376.0,960.0
716,2025-06-04,7,[385],88091613479,DQI566ecs,270.0,290.0
90,2025-03-06,8,[561],83051228593,EJE533apv,324.0,500.0
297,2025-05-24,6,"[135, 447, 767, 961]",87031491580,ICE284hap,864.0,1067.0
587,2025-03-04,3,"[304, 900]",68011810139,DQI566ecs,81.0,460.0
735,2025-05-29,4,"[961, 987]",02270326116,XEB805tup,1053.0,790.0
134,2025-04-22,7,[959],68011810139,DQI566ecs,999.0,300.0
260,2025-06-17,4,[385],65120677783,XEB805tup,1209.0,290.0
969,2025-06-06,2,[],85100927297,XEB805tup,248.0,0.0
726,2025-04-01,1,"[148, 304]",99052424159,ICE284hap,38.0,590.0
342,2025-06-04,0,"[148, 939]",16102016795,XEB805tup,2862.0,790.0
20,2025-06-17,8,"[561, 978]",87031491580,APV440ysv,648.0,640.0
267,2025-04-19,6,"[590, 700, 946, 964]",75020759171,APV440ysv,810.0,797.0
367,2025-03-25,1,[387],65102880642,EJE533apv,418.0,140.0
481,2025-05-20,8,"[946, 961]",83051228593,EJE533apv,702.0,790.0
515,2025-03-10,5,"[590, 956, 978]",96091261059,EJE533apv,280.0,600.0
673,2025-06-28,7,[],02270326116,DQI566ecs,1215.0,0.0
582,2025-05-03,2,[447],99052424159,DQI566ecs,1900.0,500.0
384,2025-06-14,8,"[590, 946, 959]",74010542940,DQI566ecs,840.0,750.0
546,2025-06-31,5,"[253, 959]",97042365105,APV440ysv,945.0,460.0
699,2025-06-06,6,"[304, 946]",02270326116,EJE533apv,432.0,590.0
247,2025-05-16,1,"[123, 964]",97042365105,EJE533apv,783.0,590.0
519,2025-06-17,8,[590],96102016751,XEB805tup,891.0,160.0
552,2025-05-06,3,"[956, 961]",83051228593,XEB805tup,81.0,800.0
885,2025-06-10,1,[],02270326116,DQI566ecs,459.0,0.0
954,2025-03-22,8,"[123, 867]",96091261059,APV440ysv,1155.0,430.0
227,2025-06-03,1,[387],89122397942,DQI566ecs,37.0,140.0
986,2025-04-05,6,[590],75020759171,APV440ysv,216.0,160.0
947,2025-04-24,8,[],97042365105,APV440ysv,702.0,0.0
262,2025-04-15,2,"[356, 748, 867]",96091261059,XEB805tup,560.0,221.0
33,2025-04-22,6,[146],65020111422,ICE284hap,1026.0,500.0
994,2025-04-29,4,"[452, 938, 956, 961]",83012358273,XEB805tup,1426.0,955.0
449,2025-03-04,6,"[590, 939]",81050936019,APV440ysv,186.0,660.0
414,2025-05-02,3,"[385, 452]",16102016795,APV440ysv,1620.0,430.0
138,2025-03-20,2,[],02270326116,ICE284hap,378.0,0.0
48,2025-04-29,5,"[123, 867, 946]",65102880642,ICE284hap,1102.0,720.0
973,2025-06-13,7,[],85100927297,EJE533apv,558.0,0.0
964,2025-05-20,7,[964],96102016751,EJE533apv,1323.0,300.0
732,2025-03-14,5,[900],87031491580,XEB805tup,594.0,160.0
996,2025-04-10,8,"[253, 590, 900]",88091613479,ICE284hap,621.0,480.0
781,2025-04-31,2,[447],74010542940,ICE284hap,1400.0,500.0
623,2025-06-03,6,"[387, 961, 987]",77012675986,EJE533apv,186.0,930.0
559,2025-05-26,1,[],96091261059,XEB805tup,1155.0,0.0
478,2025-03-17,3,"146, 148, 978]",85100927297,EJE533apv,1147.0,930.0
765,2025-03-15,4,[385],81050936019,DQI566ecs,1023.0,290.0
282,2025-04-30,4,"[146, 253]",65120677783,DQI566ecs,1457.0,660.0
353,2025-05-13,4,[956],68011810139,DQI566ecs,432.0,300.0
708,2025-06-04,1,[],83012358273,XEB805tup,279.0,0.0
910,2025-04-23,7,[900],65120677783,ICE284hap,930.0,160.0
618,2025-05-06,8,[561],84731091580,DQI566ecs,1350.0,500.0
476,2025-05-20,8,"[146, 253, 978]",65102880642,EJE533apv,798.0,800.0
953,2025-06-31,3,[867],89122397942,DQI566ecs,962.0,140.0
639,2025-06-30,7,"[385, 946]",68011910138,APV440ysv,2160.0,580.0
562,2025-03-05,5,[],81050936019,DQI566ecs,341.0,0.0
804,2025-04-26,4,[452],62020111425,XEB805tup,1890.0,140.0
333,2025-03-18,3,"[123, 452]",68011810139,EJE533apv,567.0,430.0
245,2025-04-12,2,"[590, 959, 978]",62020111425,XEB805tup,1269.0,600.0
599,2025-06-02,6,[900],65120677783,EJE533apv,1674.0,160.0
674,2025-03-19,3,"[123, 387]",96091261059,EJE533apv,875.0,430.0
62,2025-03-20,1,"[253, 939, 961]",84731091580,APV440ysv,513.0,1160.0
371,2025-05-24,1,[],65120677783,DQI566ecs,1054.0,0.0
315,2025-03-18,5,"[447, 867]",99052424159,EJE533apv,1140.0,640.0
823,2025-05-15,8,"[561, 956, 964]",97042365105,DQI566ecs,756.0,1100.0
475,2025-05-27,7,[],99052424159,XEB805tup,1102.0,0.0
261,2025-04-08,8,[867],74010542940,EJE533apv,630.0,140.0
790,2025-06-10,0,[],74010542940,DQI566ecs,560.0,-290.0
664,2025-03-31,2,"[387, 388, 509]",65120677783,APV440ysv,930.0,141.0
815,2025-04-29,4,"[447, 987]",85100927297,DQI566ecs,744.0,790.0
776,2025-04-05,7,"[144, 148, 190, 304]",65120677783,XEB805tup,248.0,673.0
196,2025-04-15,6,[900],65020111422,ICE284hap,864.0,160.0
150,2025-03-29,5,[],65120677783,ICE284hap,868.0,0.0
385,2025-06-24,1,"[447, 867]",16102016795,EJE533apv,3672.0,640.0
524,2025-05-09,8,"[148, 452]",89122397942,EJE533apv,592.0,430.0
544,2025-04-22,4,"[561, 590, 959]",77012675986,APV440ysv,899.0,960.0
207,2025-04-15,4,"304, 447, 956]",77012675986,DQI566ecs,775.0,1100.0
707,2025-05-09,2,"[216, 387, 561]",87031491580,ICE284hap,378.0,669.0
446,2025-03-06,5,[447],81050936019,EJE533apv,496.0,500.0
928,2025-06-10,7,[],83012358273,DQI566ecs,682.0,0.0
722,2025-06-24,4,[900],02270326116,ICE284hap,1026.0,160.0
59,2025-04-31,4,[961],77012675986,APV440ysv,1612.0,500.0
554,2025-05-06,7,"[452, 590]",89122397942,ICE284hap,259.0,300.0
694,2025-06-21,4,[],96091261059,DQI566ecs,840.0,0.0
257,2025-06-04,0,[],96102016751,XEB805tup,54.0,0.0
884,2025-04-22,1,[],89122397942,APV440ysv,444.0,0.0
79,2025-05-16,4,[385],68011810139,APV440ysv,540.0,290.0
585,2025-04-23,5,[],96091261059,XEB805tup,1190.0,0.0
425,2025-06-03,4,[146],68011910138,ICE284hap,1593.0,500.0
382,2025-05-10,5,[],83012358273,DQI566ecs,186.0,0.0
567,2025-05-13,2,"[961, 964]",79112415509,DQI566ecs,810.0,800.0
845,2025-06-10,7,"[123, 146, 900]",83051228593,APV440ysv,486.0,950.0
325,2025-03-21,1,"[123, 561]",99052424159,EJE533apv,1292.0,790.0
807,2025-03-11,5,"[385, 561, 939]",87031491580,DQI566ecs,459.0,1290.0
913,2025-03-25,4,[],88091613479,DQI566ecs,729.0,0.0
596,2025-03-11,7,[],74010542940,ICE284hap,525.0,0.0
636,2025-04-15,4,"[385, 590, 956]",79011320010,ICE284hap,851.0,750.0
401,2025-06-17,2,[148],88032898468,XEB805tup,675.0,290.0
52,2025-05-09,4,"[253, 978]",99052424159,DQI566ecs,266.0,300.0
724,2025-06-17,6,"900, 959]",99052424159,XEB805tup,836.0,460.0
719,2025-04-08,6,"[867, 956, 978]",62020111425,XEB805tup,1026.0,580.0
689,2025-03-18,5,"[123, 452, 939]",79112415509,XEB805tup,945.0,930.0
908,2025-05-22,6,[304],75020759171,XEB805tup,1161.0,300.0
581,2025-05-13,7,[],65020111422,DQI566ecs,351.0,0.0
851,2025-05-13,3,[385],88032898468,APV440ysv,351.0,290.0
240,2025-05-31,4,[],79011320010,XEB805tup,1147.0,0.0
700,2025-06-13,4,"[253, 867, 964]",16102016795,APV440ysv,3483.0,600.0
237,2025-06-20,5,[],74010542940,APV440ysv,1330.0,0.0
422,2025-06-10,8,"[447, 961]",87031491580,XEB805tup,432.0,1000.0
655,2025-06-30,1,[],89122397942,XEB805tup,851.0,0.0
871,2025-05-06,6,"[304, 590]",62020111425,EJE533apv,2160.0,460.0
872,2025-03-11,5,"[148, 155, 294, 964]",81050936019,ICE284hap,713.0,605.0
703,2025-06-06,1,"[146, 253, 569, 956]",97042365105,APV440ysv,81.0,977.0
130,2025-05-27,7,"[561, 987]",62020111425,DQI566ecs,2673.0,790.0
277,2025-05-21,3,"[387, 561, 959]",16102016795,ICE284hap,2700.0,940.0
691,2025-03-06,4,[987],84731091580,XEB805tup,108.0,290.0
308,2025-06-28,2,"[148, 978]",87031491580,APV440ysv,945.0,430.0
145,2025-03-15,2,"[387, 590]",85100927297,APV440ysv,1054.0,300.0
712,2025-04-07,3,"[146, 956, 961]",88091613479,APV440ysv,297.0,1300.0
85,2025-03-31,6,[447],65102880642,XEB805tup,1140.0,500.0
816,2025-03-07,4,[867],79112415509,XEB805tup,405.0,140.0
77,2025-06-03,3,"[561, 964]",88091613479,XEB805tup,81.0,800.0
783,2025-06-31,4,"[447, 590, 939]",96091261059,APV440ysv,1155.0,1160.0
215,2025-03-25,6,"[900, 946]",97042365105,EJE533apv,540.0,450.0
620,2025-06-03,5,[],75020759171,ICE284hap,135.0,0.0
226,2025-05-09,8,"[452, 900]",79112415509,APV440ysv,540.0,300.0
933,2025-05-06,7,"[148, 598]",85100927297,ICE284hap,217.0,389.0
566,2025-03-04,2,[],74010542940,APV440ysv,70.0,0.0
830,2025-03-26,4,"[123, 447, 561]",68011810139,ICE284hap,945.0,1290.0
176,2025-05-06,7,"[253, 387, 447]",96102016751,DQI566ecs,189.0,800.0
629,2025-06-12,2,"[252, 304, 788]",79112415509,XEB805tup,360.0,393.0
396,2025-05-08,4,"[123, 514, 590, 621, 956]",87031491580,ICE284hap,324.0,771.0
840,2025-05-06,2,"[385, 946, 978]",74010542940,ICE284hap,70.0,720.0
365,2025-05-17,3,[946],96102016751,XEB805tup,918.0,290.0
764,2025-06-23,2,[123],88032898468,ICE284hap,891.0,290.0
205,2025-03-13,4,[956],15720759071,ICE284hap,351.0,300.0
166,2025-05-02,7,[304],65120677783,XEB805tup,1674.0,300.0
619,2025-03-28,2,"[447, 961]",83012358273,XEB805tup,806.0,1000.0
412,2025-06-10,5,[148],96091261059,ICE284hap,630.0,290.0
918,2025-06-04,1,"[447, 452, 900]",87031491580,XEB805tup,162.0,800.0
489,2025-03-18,6,[867],88032898468,APV440ysv,945.0,140.0
495,2025-06-30,8,[],79112415509,DQI566ecs,1530.0,0.0
854,2025-05-28,3,[],88091613479,DQI566ecs,1080.0,0.0
738,2025-06-05,1,"[146, 148, 253]",84731091580,APV440ysv,1836.0,950.0
981,2025-05-01,8,[],02270326116,EJE533apv,1215.0,0.0
560,2025-03-05,5,"[900, 956, 987]",75020759171,XEB805tup,216.0,750.0
834,2025-05-27,7,561],65020111422,DQI566ecs,675.0,500.0
661,2025-03-25,3,[385],75020759171,APV440ysv,810.0,290.0
736,2025-03-21,1,"[123, 561]",99052424159,EJE533apv,1292.0,790.0
133,2025-03-06,7,[],79011320010,ICE284hap,555.0,0.0
632,2025-05-31,2,"[253, 561]",75020759171,APV440ysv,1836.0,660.0
651,2025-04-16,3,"[939, 946]",84731091580,DQI566ecs,1053.0,790.0
945,2025-04-01,1,[],97042365105,XEB805tup,27.0,0.0
628,2025-05-28,8,"[271, 304, 590, 959]",75020759171,XEB805tup,1566.0,805.0
859,2025-03-12,5,[],83012358273,APV440ysv,403.0,0.0
667,2025-05-03,7,"[304, 744, 946, 959]",81050936019,XEB805tup,1550.0,937.0
683,2025-05-09,4,"[123, 128, 561, 959]",65102880642,EJE533apv,342.0,1101.0
896,2025-04-19,8,"[447, 452, 453]",83051228593,EJE533apv,837.0,717.0
457,2025-03-18,4,"[385, 387]",75020759171,ICE284hap,513.0,430.0
766,2025-05-27,3,[],85100927297,XEB805tup,930.0,0.0
525,2025-04-21,3,"304, 452, 959]",96102016751,XEB805tup,621.0,740.0
888,2025-05-27,1,"[385, 447, 867]",65102880642,DQI566ecs,1064.0,930.0
998,2025-03-04,3,[385],96091261059,EJE533apv,105.0,290.0
95,2025-04-15,1,[987],79112415509,APV440ysv,630.0,290.0
103,2025-04-17,5,"[146, 447, 590]",79112415509,ICE284hap,855.0,1160.0
209,2025-04-29,2,"[452, 808]",02270326116,DQI566ecs,999.0,171.0
962,2025-03-06,3,[146],88032898468,ICE284hap,297.0,500.0
320,2025-04-10,8,"[253, 590, 900]",88091613479,ICE284hap,621.0,480.0
537,2025-03-11,3,"[385, 590, 867]",62020111425,APV440ysv,81.0,590.0
4,2025-05-20,2,[],79011320010,APV440ysv,740.0,0.0
586,2025-04-22,1,"[387, 939, 959]",96102016751,ICE284hap,648.0,940.0
679,2025-04-12,3,"[123, 148]",96091261059,EJE533apv,490.0,580.0
110,2025-04-31,3,"[123, 304, 964]",75020759171,XEB805tup,1188.0,890.0
352,2025-04-01,5,[387],83012358273,EJE533apv,155.0,140.0
298,2025-03-11,3,[],88032898468,APV440ysv,378.0,0.0
921,2025-06-28,4,"[148, 385]",74010542940,EJE533apv,1855.0,580.0
123,2025-06-03,5,[],74010542940,XEB805tup,175.0,0.0
234,2025-03-12,5,"[123, 253, 961]",85100927297,DQI566ecs,837.0,950.0
329,2025-03-08,2,"[964, 987]",81050936019,XEB805tup,558.0,590.0
337,2025-05-13,4,"[447, 867, 939]",65102880642,ICE284hap,494.0,1140.0
191,2025-03-27,8,"[148, 590, 964]",16102016795,DQI566ecs,1107.0,750.0
390,2025-04-24,1,[],77012675986,EJE533apv,930.0,0.0
306,2025-06-17,8,[900],62020111425,APV440ysv,3780.0,160.0
656,2025-06-24,4,[385],89122397942,DQI566ecs,814.0,290.0
795,2025-04-10,7,[590],62020111425,XEB805tup,1215.0,160.0
767,2025-04-23,3,[123],15720759071,XEB805tup,1782.0,290.0
279,2025-03-04,7,[939],65120677783,ICE284hap,217.0,500.0
181,2025-04-29,2,[987],65120677783,EJE533apv,1333.0,290.0
326,2025-03-29,5,[590],74010542940,APV440ysv,1505.0,160.0
682,2025-06-11,6,"[148, 387, 946]",65102880642,XEB805tup,418.0,720.0
725,2025-05-09,5,"[304, 387]",96102016751,DQI566ecs,324.0,440.0
155,2025-06-04,1,[561],84731091580,XEB805tup,1809.0,500.0
114,2025-03-29,3,[],89122397942,XEB805tup,1591.0,0.0
187,2025-05-20,7,[123],16102016795,EJE533apv,2619.0,290.0
101,2025-06-03,5,"[900, 959]",84731091580,EJE533apv,1782.0,460.0
826,2025-05-14,3,[],81050936019,XEB805tup,434.0,0.0
516,2025-03-04,3,"[387, 978]",75020759171,ICE284hap,81.0,280.0
167,2025-03-12,1,[964],68011810139,XEB805tup,405.0,300.0
912,2025-06-02,8,"304, 387, 959]",65102880642,DQI566ecs,1900.0,740.0
335,2025-03-04,0,[],83012358273,ICE284hap,0.0,-300.0
252,2025-03-11,8,"[304, 961, 987]",96091261059,EJE533apv,560.0,1090.0
14,2025-05-03,5,[387],88091613479,DQI566ecs,1647.0,140.0
499,2025-04-29,3,"[148, 385]",68011910138,ICE284hap,1080.0,580.0
817,2025-03-12,8,[],96102016751,APV440ysv,945.0,0.0
324,2025-06-24,8,"[956, 961, 978]",85100927297,ICE284hap,1023.0,940.0
16,2025-03-04,4,[],83051228593,ICE284hap,108.0,0.0
864,2025-06-24,3,"[867, 939]",83012358273,ICE284hap,1085.0,640.0
442,2025-06-19,4,"[253, 385]",79011320010,APV440ysv,888.0,450.0
718,2025-05-16,5,"[253, 590, 900]",96102016751,EJE533apv,837.0,480.0
137,2025-04-26,5,"[447, 867, 956]",83012358273,APV440ysv,1302.0,940.0
439,2025-04-29,3,[],96091261059,XEB805tup,1575.0,0.0
687,2025-06-03,4,[561],65120677783,DQI566ecs,124.0,500.0
435,2025-03-12,8,[946],16102016795,APV440ysv,756.0,290.0
413,2025-06-30,1,"[900, 956]",75020759171,APV440ysv,486.0,460.0
669,2025-04-19,8,"[304, 956, 978]",65102880642,ICE284hap,684.0,740.0
156,2025-05-28,7,[],83012358273,XEB805tup,992.0,0.0
889,2025-03-17,8,[146],79011320010,EJE533apv,1110.0,500.0
824,2025-05-28,5,[],89122397942,ICE284hap,1702.0,0.0
741,2025-06-31,4,[146],83051228593,XEB805tup,918.0,500.0
305,2025-03-22,2,"[385, 452, 946]",65120677783,DQI566ecs,589.0,720.0
427,2025-03-18,7,[],81050936019,DQI566ecs,1240.0,0.0
113,2025-05-20,1,"[939, 978]",62020111425,ICE284hap,2403.0,640.0
458,2025-03-06,2,[],75020759171,XEB805tup,270.0,0.0
208,2025-04-15,7,"[387, 946, 961]",02270326116,EJE533apv,513.0,930.0
810,2025-05-17,6,"[385, 590, 956]",88091613479,XEB805tup,486.0,750.0
286,2025-04-22,6,"[939, 961]",79112415509,EJE533apv,1125.0,1000.0
42,2025-03-25,4,"[253, 363, 737, 987]",99052424159,XEB805tup,1444.0,533.0
711,2025-03-15,3,[146],68011910138,ICE284hap,270.0,500.0
214,2025-05-20,8,[],85100927297,EJE533apv,682.0,0.0
170,2025-06-09,1,"[387, 978]",84731091580,EJE533apv,1863.0,280.0
1007,2025-04-08,1,"304, 319, 387]",85100927297,ICE284hap,217.0,509.0
356,2025-04-29,5,[],99052424159,EJE533apv,1824.0,0.0
472,2025-05-13,5,"[123, 939, 946]",74010542940,ICE284hap,455.0,1080.0
50,2025-06-05,6,"[452, 900]",79011320010,APV440ysv,407.0,300.0
773,2025-03-11,2,[956],02270326116,XEB805tup,162.0,300.0
856,2025-04-22,6,"[385, 452]",62020111425,ICE284hap,1593.0,430.0
494,2025-05-01,5,[],88032898468,DQI566ecs,1350.0,0.0
46,2025-05-07,6,"[253, 590]",79011320010,APV440ysv,518.0,320.0
743,2025-04-11,4,"[373, 385, 447, 452, 791]",88091613479,DQI566ecs,729.0,987.0
17,2025-04-25,2,"[946, 959, 964]",68011910138,EJE533apv,999.0,890.0
164,2025-04-05,6,[590],75020759171,APV440ysv,216.0,160.0
922,2025-03-17,5,"[867, 946, 961]",99052424159,DQI566ecs,950.0,930.0
658,2025-05-13,7,"[561, 956, 959]",15720759071,XEB805tup,2484.0,1100.0
883,2025-04-08,4,"[162, 253, 648, 978]",65120677783,DQI566ecs,372.0,381.0
931,2025-04-17,6,"[590, 823, 900, 987]",88091613479,EJE533apv,1026.0,647.0
469,2025-05-06,8,"[123, 447, 961]",79011320010,APV440ysv,296.0,1290.0
362,2025-06-04,4,[],85100927297,EJE533apv,186.0,0.0
75,2025-06-20,5,"[452, 956]",97042365105,DQI566ecs,513.0,440.0
6,2025-06-03,2,"[590, 900, 946]",85100927297,APV440ysv,62.0,610.0
470,2025-03-08,1,"[561, 956, 987]",99052424159,APV440ysv,266.0,1090.0
865,2025-04-03,5,[867],77012675986,DQI566ecs,372.0,140.0
107,2025-05-27,8,[148],87031491580,EJE533apv,1080.0,290.0
54,2025-04-10,1,"[123, 452, 987]",68011810139,XEB805tup,432.0,720.0
892,2025-05-07,6,"[148, 452, 959]",68011810139,EJE533apv,270.0,730.0
12,2025-05-03,3,[],96091261059,EJE533apv,1925.0,0.0
8,2025-05-02,3,"[385, 452]",96102016751,APV440ysv,891.0,430.0
706,2025-05-28,8,"[253, 769]",65102880642,XEB805tup,1368.0,245.0
289,2025-06-20,2,[447],81050936019,APV440ysv,682.0,500.0
492,2025-05-31,2,"[146, 385]",15720759071,APV440ysv,3132.0,790.0
64,2025-06-03,2,146],97042365105,DQI566ecs,54.0,500.0
68,2025-03-18,1,"[447, 961]",65102880642,ICE284hap,380.0,1000.0
115,2025-04-01,8,[978],02270326116,DQI566ecs,216.0,140.0
671,2025-05-20,7,"[253, 304, 590, 852]",88032898468,APV440ysv,756.0,639.0
568,2025-06-24,6,"[148, 590]",68011910138,DQI566ecs,1971.0,450.0
514,2025-04-05,3,[939],16102016795,XEB805tup,1296.0,500.0
965,2025-04-15,8,[],68011810139,APV440ysv,648.0,0.0
763,2025-04-01,1,[387],89122397942,APV440ysv,37.0,140.0
695,2025-04-02,4,"[123, 964]",88032898468,DQI566ecs,135.0,590.0
997,2025-03-22,2,"[900, 959, 987]",87031491580,ICE284hap,1134.0,750.0
136,2025-06-23,3,"[294, 387, 808]",79011320010,ICE284hap,1258.0,221.0
256,2025-03-22,3,[961],68011810139,APV440ysv,648.0,500.0
761,2025-05-20,6,[385],74010542940,XEB805tup,945.0,290.0
621,2025-05-03,5,[961],15720759071,EJE533apv,1917.0,500.0
270,2025-06-19,2,"[946, 959]",79112415509,ICE284hap,945.0,590.0
67,2025-03-11,1,[],83051228593,EJE533apv,432.0,0.0
70,2025-04-01,4,[939],16102016795,EJE533apv,1215.0,500.0
584,2025-03-18,4,"[452, 593, 608, 959, 964]",85100927297,XEB805tup,1271.0,827.0
69,2025-03-15,3,"[385, 956]",97042365105,APV440ysv,297.0,590.0
66,2025-05-03,8,[978],79011320010,APV440ysv,1517.0,140.0
485,2025-05-24,3,"[253, 447]",83012358273,APV440ysv,682.0,660.0
833,2025-04-07,4,[],81050936019,ICE284hap,403.0,0.0
479,2025-04-05,1,[987],68011910138,EJE533apv,378.0,290.0
894,2025-04-24,7,"[148, 590, 939]",83012358273,APV440ysv,1147.0,950.0
551,2025-05-20,4,[987],87031491580,APV440ysv,702.0,290.0
771,2025-04-01,8,"[946, 959]",88091613479,DQI566ecs,216.0,590.0
3,2025-05-28,4,"[123, 452, 590]",96102016751,DQI566ecs,1539.0,590.0
74,2025-06-20,3,"[452, 959]",68011910138,ICE284hap,1809.0,440.0
119,2025-04-01,3,"[798, 959]",87031491580,DQI566ecs,81.0,357.0
692,2025-03-24,8,"[867, 946]",75020759171,EJE533apv,729.0,430.0
577,2025-04-25,6,[],97042365105,EJE533apv,864.0,0.0
797,2025-04-02,0,[],85100927297,DQI566ecs,62.0,0.0
540,2025-05-10,8,"[123, 447, 946]",89122397942,ICE284hap,888.0,1080.0
153,2025-04-08,7,"[157, 518, 939, 956]",88032898468,XEB805tup,540.0,805.0
30,2025-05-12,6,[123],15720759071,APV440ysv,2295.0,290.0
827,2025-06-05,2,"[240, 447, 561]",65120677783,XEB805tup,403.0,1061.0
359,2025-06-24,6,[964],68011810139,DQI566ecs,648.0,300.0
31,2025-03-20,8,"[148, 452, 978",77012675986,EJE533apv,806.0,570.0
302,2025-06-07,2,"[387, 959]",99052424159,ICE284hap,266.0,440.0
886,2025-05-27,8,[],65120677783,XEB805tup,1364.0,0.0
93,2025-03-18,1,[961],96091261059,ICE284hap,770.0,500.0
228,2025-04-17,0,[],65120677783,DQI566ecs,651.0,-300.0
496,2025-04-22,6,"[123, 148, 978]",65102880642,DQI566ecs,912.0,720.0
239,2025-06-03,7,"[887, 902, 939]",88032898468,EJE533apv,189.0,555.0
376,2025-04-23,3,[],75020759171,XEB805tup,918.0,0.0
460,2025-05-12,6,"[146, 387, 452]",75020759171,APV440ysv,378.0,780.0
861,2025-04-08,6,[964],65020111422,XEB805tup,459.0,300.0
715,2025-04-14,4,[],85100927297,XEB805tup,341.0,0.0
336,2025-03-18,4,[452],65120677783,ICE284hap,527.0,140.0
686,2025-05-13,7,"[561, 590, 900]",62020111425,DQI566ecs,2349.0,820.0
463,2025-03-17,0,[],88091613479,ICE284hap,297.0,-290.0
55,2025-05-17,0,[],79011320010,APV440ysv,666.0,0.0
573,2025-04-29,4,"[900, 956, 978]",88091613479,XEB805tup,1323.0,600.0
626,2025-04-08,4,"[385, 590, 867]",79112415509,DQI566ecs,585.0,590.0
831,2025-05-20,8,"[146, 304, 961]",15720759071,EJE533apv,2916.0,1300.0
88,2025-03-25,4,"[900, 959, 961]",89122397942,DQI566ecs,1184.0,960.0
975,2025-04-11,3,"[447, 959, 964]",99052424159,DQI566ecs,950.0,1100.0
920,2025-04-22,7,"[447, 946",81050936019,EJE533apv,930.0,790.0
637,2025-03-22,2,"[123, 148, 987]",85100927297,DQI566ecs,1333.0,870.0
360,2025-03-12,2,[956],79011320010,ICE284hap,814.0,300.0
786,2025-03-22,3,"[123, 146, 304]",97042365105,APV440ysv,378.0,1090.0
271,2025-06-03,5,[148],87031491580,EJE533apv,135.0,290.0
126,2025-04-10,3,"[959, 987]",96102016751,APV440ysv,405.0,590.0
429,2025-04-08,1,[],77012675986,XEB805tup,651.0,0.0
985,2025-03-18,6,[],83012358273,XEB805tup,589.0,0.0
318,2025-05-03,5,"[146, 148]",75020759171,EJE533apv,1242.0,790.0
229,2025-04-31,7,"[387, 452, 561]",65020111422,APV440ysv,1755.0,780.0
